combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_distance;shot_made_flag;shot_type
Jump Shot;51;201;7;1;0;2007-08;56;20;1;2PT Field Goal
Jump Shot;72;198;3;2;0;2010-11;50;21;0;2PT Field Goal
Dunk;0;0;5;1;0;2001-02;34;0;1;2PT Field Goal
Jump Shot;116;175;10;1;0;2010-11;55;20;0;2PT Field Goal
Jump Shot;-57;123;4;3;1;2009-10;21;13;0;2PT Field Goal
Jump Shot;189;46;8;1;0;2002-03;31;19;1;2PT Field Goal
Jump Shot;23;66;1;3;0;2002-03;32;6;0;2PT Field Goal
Jump Shot;177;199;6;1;0;2005-06;19;26;0;3PT Field Goal
Jump Shot;70;7;10;2;0;2001-02;35;7;0;2PT Field Goal
Jump Shot;-75;122;9;3;0;2006-07;37;14;0;2PT Field Goal
Jump Shot;10;48;11;1;0;2010-11;41;4;0;2PT Field Goal
Jump Shot;220;164;3;4;0;2007-08;21;27;0;3PT Field Goal
Jump Shot;-72;201;5;3;1;2007-08;21;21;1;2PT Field Goal
Jump Shot;-101;123;2;4;0;2009-10;22;15;0;2PT Field Goal
Jump Shot;-235;-19;8;4;0;2002-03;23;23;0;3PT Field Goal
Jump Shot;-162;-17;11;1;0;2001-02;17;16;0;2PT Field Goal
Jump Shot;-6;83;3;2;1;1999-00;51;8;0;2PT Field Goal
Jump Shot;226;0;5;2;0;2014-15;59;22;1;3PT Field Goal
Jump Shot;28;93;0;4;0;2010-11;37;9;0;2PT Field Goal
Jump Shot;154;-14;6;2;0;2007-08;9;15;0;2PT Field Goal
Jump Shot;-52;126;1;1;0;2011-12;18;13;1;2PT Field Goal
Jump Shot;-138;208;0;4;0;2011-12;16;24;0;3PT Field Goal
Jump Shot;186;-3;3;2;0;2007-08;45;18;0;2PT Field Goal
Jump Shot;115;23;6;2;0;2000-01;52;11;0;2PT Field Goal
Layup;1;25;5;1;0;2011-12;51;2;1;2PT Field Goal
Layup;20;10;5;4;0;2003-04;58;2;1;2PT Field Goal
Jump Shot;-154;135;3;5;0;2006-07;30;20;1;2PT Field Goal
Jump Shot;-20;153;8;2;0;2002-03;57;15;0;2PT Field Goal
Jump Shot;-174;168;6;4;0;2012-13;2;24;1;3PT Field Goal
Jump Shot;-104;134;7;1;0;1999-00;4;16;0;2PT Field Goal
Jump Shot;-103;228;4;2;1;2000-01;11;25;0;3PT Field Goal
Jump Shot;-215;135;5;4;0;2003-04;28;25;0;3PT Field Goal
Layup;0;0;1;2;0;2005-06;52;0;1;2PT Field Goal
Jump Shot;108;153;1;4;0;2009-10;32;18;1;2PT Field Goal
Jump Shot;-142;218;0;5;1;1996-97;5;26;0;3PT Field Goal
Jump Shot;142;0;1;1;0;2001-02;27;14;1;2PT Field Goal
Jump Shot;-145;148;0;1;0;2001-02;28;20;0;2PT Field Goal
Jump Shot;155;195;6;3;0;2010-11;0;24;0;3PT Field Goal
Dunk;0;0;9;2;0;2002-03;18;0;1;2PT Field Goal
Jump Shot;-40;34;10;3;0;2014-15;40;5;0;2PT Field Goal
Jump Shot;-5;46;3;1;0;2003-04;14;4;0;2PT Field Goal
Jump Shot;-193;93;2;2;0;2000-01;39;21;1;2PT Field Goal
Jump Shot;-85;171;1;2;0;1999-00;46;19;0;2PT Field Goal
Layup;0;0;0;4;0;2006-07;58;0;0;2PT Field Goal
Jump Shot;220;141;5;1;0;2001-02;50;26;0;3PT Field Goal
Jump Shot;-25;25;5;2;0;1997-98;30;3;0;2PT Field Goal
Jump Shot;-106;57;9;3;0;1998-99;4;12;0;2PT Field Goal
Jump Shot;-25;71;0;3;0;2003-04;9;7;0;2PT Field Goal
Jump Shot;-146;233;5;4;0;2008-09;10;27;0;3PT Field Goal
Layup;0;0;8;4;0;2000-01;34;0;1;2PT Field Goal
Layup;9;23;6;1;0;2010-11;34;2;0;2PT Field Goal
Layup;0;4;8;1;0;2010-11;21;0;1;2PT Field Goal
Jump Shot;177;174;5;4;0;2015-16;31;24;0;3PT Field Goal
Jump Shot;-12;257;0;3;0;2000-01;36;25;0;3PT Field Goal
Jump Shot;-101;45;10;3;0;2009-10;34;11;1;2PT Field Goal
Jump Shot;154;80;7;3;0;2010-11;54;17;0;2PT Field Goal
Jump Shot;-12;207;7;4;0;2001-02;5;20;0;2PT Field Goal
Jump Shot;163;0;4;4;0;2006-07;38;16;1;2PT Field Goal
Jump Shot;-153;17;11;3;0;2001-02;19;15;0;2PT Field Goal
Jump Shot;42;102;9;3;0;1998-99;57;11;1;2PT Field Goal
Dunk;-15;5;2;2;0;2005-06;8;1;0;2PT Field Goal
Jump Shot;50;157;1;3;0;2008-09;35;16;1;2PT Field Goal
Jump Shot;-91;141;10;1;0;1998-99;0;16;1;2PT Field Goal
Jump Shot;134;4;10;2;1;2001-02;12;13;0;2PT Field Goal
Jump Shot;-66;147;6;3;0;1999-00;28;16;0;2PT Field Goal
Jump Shot;8;115;2;1;1;1999-00;17;11;0;2PT Field Goal
Jump Shot;47;92;3;4;0;2003-04;5;10;0;2PT Field Goal
Layup;0;0;3;3;0;2001-02;11;0;0;2PT Field Goal
Jump Shot;228;53;0;1;0;2006-07;58;23;0;3PT Field Goal
Layup;0;0;0;2;0;2006-07;57;0;1;2PT Field Goal
Jump Shot;31;31;9;3;0;2005-06;24;4;0;2PT Field Goal
Jump Shot;1;644;0;3;0;2009-10;0;64;0;3PT Field Goal
Jump Shot;-113;184;4;3;0;2001-02;21;21;0;2PT Field Goal
Dunk;0;0;3;2;0;2006-07;9;0;1;2PT Field Goal
Jump Shot;-199;230;2;4;0;2014-15;14;30;0;3PT Field Goal
Dunk;0;0;0;3;1;2001-02;53;0;0;2PT Field Goal
Jump Shot;122;227;0;4;0;2012-13;6;25;0;3PT Field Goal
Dunk;0;0;9;3;0;2008-09;58;0;0;2PT Field Goal
Jump Shot;-59;171;10;3;0;2004-05;28;18;0;2PT Field Goal
Layup;32;22;4;2;0;2009-10;48;3;1;2PT Field Goal
Jump Shot;-56;167;0;1;0;2001-02;44;17;1;2PT Field Goal
Jump Shot;100;-19;10;1;0;2003-04;46;10;0;2PT Field Goal
Jump Shot;193;0;5;2;1;2001-02;8;19;0;2PT Field Goal
Jump Shot;91;148;3;3;0;2001-02;14;17;0;2PT Field Goal
Jump Shot;-53;72;7;2;0;1997-98;24;8;0;2PT Field Goal
Jump Shot;133;89;4;3;0;2012-13;3;16;1;2PT Field Goal
Jump Shot;-156;188;3;2;0;2015-16;39;24;1;3PT Field Goal
Jump Shot;-128;25;2;1;1;2002-03;51;13;1;2PT Field Goal
Jump Shot;167;0;4;4;0;2006-07;58;16;1;2PT Field Goal
Jump Shot;-41;85;4;4;0;2011-12;4;9;0;2PT Field Goal
Jump Shot;-204;143;11;1;1;2007-08;42;24;1;3PT Field Goal
Jump Shot;-185;162;5;1;0;2009-10;7;24;1;3PT Field Goal
Jump Shot;80;181;1;3;0;2004-05;37;19;1;2PT Field Goal
Jump Shot;91;34;2;2;0;2001-02;17;9;1;2PT Field Goal
Jump Shot;100;72;8;3;1;1999-00;37;12;0;2PT Field Goal
Jump Shot;154;-5;4;1;0;2006-07;1;15;0;2PT Field Goal
Jump Shot;113;128;6;4;0;1999-00;50;17;0;2PT Field Goal
Jump Shot;-89;176;0;2;0;2005-06;50;19;1;2PT Field Goal
Jump Shot;-7;144;9;1;0;2015-16;9;14;0;2PT Field Goal
Jump Shot;72;135;5;1;0;2002-03;2;15;0;2PT Field Goal
Jump Shot;75;39;3;3;0;2014-15;12;8;1;2PT Field Goal
Jump Shot;-123;245;0;3;0;2007-08;28;27;0;3PT Field Goal
Jump Shot;110;76;10;2;0;2000-01;57;13;0;2PT Field Goal
Jump Shot;86;138;2;4;0;2010-11;36;16;0;2PT Field Goal
Jump Shot;8;61;8;4;0;1997-98;37;6;1;2PT Field Goal
Dunk;0;0;0;2;0;2007-08;44;0;1;2PT Field Goal
Jump Shot;-209;58;10;4;0;2009-10;49;21;0;2PT Field Goal
Layup;0;0;7;4;0;2002-03;10;0;1;2PT Field Goal
Jump Shot;-82;229;0;2;0;2005-06;0;24;0;3PT Field Goal
Jump Shot;92;179;5;3;0;2012-13;55;20;1;2PT Field Goal
Jump Shot;-181;81;9;1;0;2007-08;52;19;1;2PT Field Goal
Layup;0;0;8;3;0;2006-07;20;0;1;2PT Field Goal
Jump Shot;-204;146;6;4;1;2009-10;20;25;0;3PT Field Goal
Layup;0;0;11;3;0;1998-99;22;0;1;2PT Field Goal
Jump Shot;131;138;2;3;0;2005-06;36;19;1;2PT Field Goal
Jump Shot;189;-11;11;3;0;2012-13;32;18;1;2PT Field Goal
Jump Shot;-161;189;8;4;1;2008-09;43;24;1;3PT Field Goal
Jump Shot;-220;156;0;4;1;1999-00;40;26;1;3PT Field Goal
Jump Shot;117;220;6;4;0;1997-98;11;24;0;3PT Field Goal
Jump Shot;86;232;1;4;0;2015-16;18;24;0;3PT Field Goal
Jump Shot;89;237;2;2;0;2015-16;46;25;0;3PT Field Goal
Layup;0;0;2;3;0;2008-09;13;0;1;2PT Field Goal
Jump Shot;171;178;2;1;0;2010-11;17;24;0;3PT Field Goal
Layup;0;0;0;3;0;2001-02;1;0;1;2PT Field Goal
Layup;0;0;4;4;0;2002-03;23;0;0;2PT Field Goal
Layup;20;9;8;1;0;2010-11;42;2;0;2PT Field Goal
Layup;0;0;11;4;0;1996-97;39;0;0;2PT Field Goal
Layup;0;0;8;2;0;1999-00;23;0;0;2PT Field Goal
Jump Shot;83;236;5;3;0;2008-09;47;25;0;3PT Field Goal
Jump Shot;95;179;11;3;1;2007-08;2;20;0;2PT Field Goal
Layup;6;-6;3;4;0;2015-16;5;0;1;2PT Field Goal
Jump Shot;-3;130;10;3;0;1998-99;45;13;1;2PT Field Goal
Layup;0;0;3;3;0;1999-00;29;0;0;2PT Field Goal
Layup;0;0;2;4;0;2009-10;24;0;1;2PT Field Goal
Jump Shot;-115;59;2;1;0;1998-99;34;12;0;2PT Field Goal
Jump Shot;72;153;6;2;0;2006-07;2;16;0;2PT Field Goal
Jump Shot;181;15;0;2;0;2010-11;34;18;0;2PT Field Goal
Jump Shot;-128;6;3;2;0;2009-10;29;12;1;2PT Field Goal
Jump Shot;182;45;11;1;1;2008-09;43;18;1;2PT Field Goal
Jump Shot;36;41;5;3;0;2003-04;34;5;1;2PT Field Goal
Jump Shot;69;85;3;2;0;2008-09;25;10;1;2PT Field Goal
Jump Shot;-147;146;4;4;0;2011-12;38;20;1;2PT Field Goal
Jump Shot;-172;184;10;2;0;2002-03;3;25;1;3PT Field Goal
Jump Shot;163;17;7;1;0;2005-06;0;16;1;2PT Field Goal
Jump Shot;94;46;1;4;0;2007-08;58;10;0;2PT Field Goal
Jump Shot;-74;177;7;2;0;1999-00;10;19;1;2PT Field Goal
Layup;0;0;1;4;0;2000-01;36;0;0;2PT Field Goal
Jump Shot;-176;15;11;3;0;2005-06;43;17;1;2PT Field Goal
Layup;0;0;4;3;0;2007-08;57;0;0;2PT Field Goal
Layup;-5;11;1;3;0;2014-15;41;1;1;2PT Field Goal
Jump Shot;-158;107;8;2;0;2004-05;57;19;1;2PT Field Goal
Jump Shot;-147;108;4;4;0;2010-11;5;18;1;2PT Field Goal
Jump Shot;78;233;5;2;1;1998-99;50;24;1;3PT Field Goal
Jump Shot;-155;137;0;4;0;2010-11;36;20;0;2PT Field Goal
Layup;0;0;8;1;1;2003-04;21;0;0;2PT Field Goal
Jump Shot;215;121;4;1;0;2012-13;35;24;0;3PT Field Goal
Jump Shot;-57;188;5;3;0;1998-99;57;19;0;2PT Field Goal
Jump Shot;108;47;10;3;1;2000-01;53;11;0;2PT Field Goal
Jump Shot;-188;165;5;4;0;2008-09;15;25;0;3PT Field Goal
Jump Shot;-107;163;10;4;0;2003-04;18;19;0;2PT Field Goal
Dunk;-5;17;3;4;0;2011-12;9;1;1;2PT Field Goal
Jump Shot;198;56;0;4;0;2012-13;21;20;0;2PT Field Goal
Jump Shot;-149;143;2;2;0;1999-00;1;20;0;2PT Field Goal
Jump Shot;15;43;2;4;0;2004-05;50;4;0;2PT Field Goal
Jump Shot;-198;135;9;3;0;2009-10;31;23;0;3PT Field Goal
Jump Shot;155;219;7;1;0;2010-11;40;26;0;3PT Field Goal
Jump Shot;-235;8;1;2;0;2015-16;33;23;0;3PT Field Goal
Jump Shot;121;117;6;2;0;1997-98;55;16;0;2PT Field Goal
Jump Shot;-168;-2;8;1;0;2000-01;53;16;0;2PT Field Goal
Jump Shot;-133;58;11;4;0;2008-09;47;14;0;2PT Field Goal
Dunk;0;0;7;2;0;1998-99;17;0;1;2PT Field Goal
Jump Shot;-172;176;6;3;0;2005-06;2;24;0;3PT Field Goal
Jump Shot;177;204;0;4;0;2005-06;0;27;0;3PT Field Goal
Jump Shot;-112;143;2;4;0;2008-09;29;18;0;2PT Field Goal
Jump Shot;-112;11;8;2;0;2015-16;2;11;1;2PT Field Goal
Jump Shot;43;252;1;2;0;2003-04;18;25;0;3PT Field Goal
Layup;18;1;4;1;0;2010-11;10;1;1;2PT Field Goal
Jump Shot;97;150;4;2;0;2006-07;53;17;1;2PT Field Goal
Jump Shot;143;48;6;4;0;2010-11;2;15;0;2PT Field Goal
Jump Shot;13;85;0;5;0;2010-11;27;8;1;2PT Field Goal
Jump Shot;233;28;0;4;0;2001-02;11;23;0;3PT Field Goal
Jump Shot;239;97;6;3;0;2012-13;48;25;0;3PT Field Goal
Jump Shot;110;123;7;1;0;2014-15;54;16;0;2PT Field Goal
Jump Shot;-32;184;5;1;1;2011-12;56;18;1;2PT Field Goal
Jump Shot;-152;50;9;3;1;2008-09;24;16;1;2PT Field Goal
Jump Shot;-232;10;7;2;0;2006-07;36;23;0;3PT Field Goal
Jump Shot;-161;58;6;4;0;2009-10;4;17;1;2PT Field Goal
Jump Shot;-223;22;8;3;0;2006-07;45;22;1;3PT Field Goal
Layup;-13;6;1;4;0;2010-11;53;1;0;2PT Field Goal
Layup;0;0;3;3;1;2007-08;5;0;0;2PT Field Goal
Jump Shot;47;200;4;4;0;2010-11;25;20;0;2PT Field Goal
Jump Shot;132;100;9;2;0;1999-00;8;16;1;2PT Field Goal
Jump Shot;135;153;0;2;0;2009-10;31;20;1;2PT Field Goal
Jump Shot;94;112;6;3;1;2011-12;36;14;1;2PT Field Goal
Jump Shot;-8;75;4;3;0;2011-12;31;7;0;2PT Field Goal
Jump Shot;-147;201;6;2;0;2009-10;34;24;1;3PT Field Goal
Jump Shot;43;43;1;1;0;2004-05;44;6;0;2PT Field Goal
Layup;0;0;7;4;0;2007-08;14;0;0;2PT Field Goal
Jump Shot;15;61;7;3;0;2009-10;6;6;0;2PT Field Goal
Jump Shot;133;244;11;3;1;2009-10;36;27;0;3PT Field Goal
Jump Shot;-109;134;6;4;0;2009-10;30;17;0;2PT Field Goal
Jump Shot;-105;156;4;2;0;2009-10;28;18;1;2PT Field Goal
Jump Shot;138;114;2;4;0;2005-06;49;17;1;2PT Field Goal
Jump Shot;-108;61;1;2;1;2011-12;52;12;0;2PT Field Goal
Layup;20;19;1;3;0;2014-15;1;2;1;2PT Field Goal
Jump Shot;-71;43;3;2;0;2007-08;42;8;0;2PT Field Goal
Jump Shot;71;247;1;2;0;2005-06;53;25;0;3PT Field Goal
Jump Shot;94;44;3;4;0;2011-12;7;10;0;2PT Field Goal
Jump Shot;121;107;11;2;0;2012-13;29;16;1;2PT Field Goal
Jump Shot;2;50;3;2;1;2008-09;55;5;0;2PT Field Goal
Jump Shot;-119;14;0;2;1;2008-09;2;11;0;2PT Field Goal
Jump Shot;78;119;3;3;1;1998-99;55;14;0;2PT Field Goal
Jump Shot;143;626;0;1;0;2002-03;0;64;0;3PT Field Goal
Jump Shot;164;184;9;1;0;2005-06;25;24;1;3PT Field Goal
Jump Shot;-182;8;6;2;0;2006-07;34;18;0;2PT Field Goal
Jump Shot;141;212;4;2;0;2005-06;4;25;1;3PT Field Goal
Jump Shot;5;194;8;1;0;1999-00;6;19;0;2PT Field Goal
Layup;0;0;8;3;0;2000-01;17;0;1;2PT Field Goal
Jump Shot;-114;200;2;1;0;2012-13;56;23;1;2PT Field Goal
Jump Shot;-160;206;10;3;0;2010-11;48;26;0;3PT Field Goal
Jump Shot;123;30;6;2;0;2005-06;38;12;0;2PT Field Goal
Jump Shot;4;50;6;4;0;2008-09;6;5;0;2PT Field Goal
Jump Shot;117;235;11;4;0;1997-98;45;26;0;3PT Field Goal
Jump Shot;94;48;11;3;0;2009-10;42;10;1;2PT Field Goal
Jump Shot;-168;198;1;4;0;2009-10;29;25;0;3PT Field Goal
Jump Shot;194;174;6;2;0;2007-08;12;26;0;3PT Field Goal
Jump Shot;98;105;8;1;0;2007-08;29;14;1;2PT Field Goal
Jump Shot;-197;61;5;4;0;2015-16;22;20;0;2PT Field Goal
Jump Shot;-90;67;5;1;0;2014-15;24;11;0;2PT Field Goal
Jump Shot;113;8;4;4;1;2003-04;35;11;1;2PT Field Goal
Jump Shot;172;79;0;1;1;2002-03;24;18;0;2PT Field Goal
Jump Shot;-120;220;7;3;0;2009-10;53;25;0;3PT Field Goal
Jump Shot;29;133;4;1;0;2002-03;43;13;0;2PT Field Goal
Layup;0;0;1;1;0;1997-98;16;0;0;2PT Field Goal
Layup;0;0;2;2;0;1998-99;18;0;0;2PT Field Goal
Jump Shot;-74;135;3;1;0;2005-06;19;15;1;2PT Field Goal
Layup;0;0;2;4;0;2006-07;40;0;1;2PT Field Goal
Layup;0;0;1;1;0;2009-10;47;0;1;2PT Field Goal
Dunk;0;0;0;2;0;1999-00;50;0;1;2PT Field Goal
Layup;-53;14;5;2;1;1999-00;15;5;0;2PT Field Goal
Dunk;0;0;11;3;0;2007-08;16;0;1;2PT Field Goal
Dunk;0;0;0;4;0;1996-97;59;0;1;2PT Field Goal
Jump Shot;125;97;10;2;0;1996-97;58;15;0;2PT Field Goal
Jump Shot;186;181;6;4;1;2005-06;19;25;0;3PT Field Goal
Jump Shot;108;-15;7;3;0;2000-01;8;10;0;2PT Field Goal
Jump Shot;100;12;0;1;0;2007-08;51;10;0;2PT Field Goal
Jump Shot;21;168;3;4;0;2008-09;48;16;0;2PT Field Goal
Jump Shot;172;-8;10;1;0;2003-04;50;17;0;2PT Field Goal
Jump Shot;-186;-3;10;1;0;2006-07;46;18;0;2PT Field Goal
Jump Shot;-177;186;2;4;0;2009-10;29;25;0;3PT Field Goal
Jump Shot;-112;141;1;1;0;2004-05;4;18;0;2PT Field Goal
Jump Shot;-153;222;11;4;0;2006-07;32;26;0;3PT Field Goal
Layup;0;0;9;1;0;1998-99;52;0;1;2PT Field Goal
Layup;0;0;2;1;0;2005-06;21;0;0;2PT Field Goal
Jump Shot;-153;219;10;1;0;2006-07;53;26;0;3PT Field Goal
Jump Shot;-58;49;1;4;0;2001-02;40;7;1;2PT Field Goal
Layup;0;0;6;2;0;2004-05;23;0;0;2PT Field Goal
Jump Shot;-134;57;7;3;1;1998-99;31;14;0;2PT Field Goal
Layup;0;0;6;3;0;2006-07;11;0;1;2PT Field Goal
Jump Shot;-43;243;2;2;0;2007-08;20;24;0;3PT Field Goal
Jump Shot;-120;53;11;1;0;2005-06;31;13;0;2PT Field Goal
Jump Shot;94;206;1;4;0;2011-12;15;22;0;2PT Field Goal
Jump Shot;-126;10;4;2;0;2005-06;57;12;0;2PT Field Goal
Jump Shot;6;85;7;1;0;2012-13;45;8;1;2PT Field Goal
Jump Shot;-172;0;4;2;0;1996-97;1;17;1;2PT Field Goal
Jump Shot;189;154;10;3;0;2012-13;44;24;1;3PT Field Goal
Jump Shot;-191;187;7;3;0;2005-06;57;26;1;3PT Field Goal
Jump Shot;214;140;8;3;0;2010-11;35;25;0;3PT Field Goal
Jump Shot;115;11;5;3;0;2001-02;1;11;0;2PT Field Goal
Jump Shot;158;0;10;3;0;2004-05;47;15;0;2PT Field Goal
Jump Shot;103;72;10;1;0;2010-11;30;12;1;2PT Field Goal
Jump Shot;225;105;7;4;1;2003-04;13;24;0;3PT Field Goal
Jump Shot;-184;42;9;3;0;1998-99;6;18;1;2PT Field Goal
Jump Shot;-227;56;5;3;0;2003-04;5;23;0;3PT Field Goal
Jump Shot;89;187;2;5;0;2002-03;5;20;0;2PT Field Goal
Jump Shot;131;17;11;4;0;2005-06;28;13;1;2PT Field Goal
Layup;-10;19;9;1;0;2012-13;8;2;0;2PT Field Goal
Jump Shot;-182;53;6;4;0;2011-12;23;18;0;2PT Field Goal
Jump Shot;236;0;0;4;0;2006-07;20;23;0;3PT Field Goal
Jump Shot;-115;150;10;2;0;2006-07;32;18;0;2PT Field Goal
Jump Shot;125;152;1;4;1;2000-01;37;19;0;2PT Field Goal
Jump Shot;130;71;9;3;0;2002-03;21;14;0;2PT Field Goal
Jump Shot;195;91;7;4;0;2002-03;59;21;1;2PT Field Goal
Jump Shot;155;17;10;3;0;2010-11;26;15;0;2PT Field Goal
Jump Shot;-62;35;2;1;0;2002-03;40;7;1;2PT Field Goal
Layup;0;0;8;3;0;2008-09;40;0;1;2PT Field Goal
Jump Shot;98;234;0;2;0;2000-01;0;25;1;3PT Field Goal
Jump Shot;-86;228;1;1;0;2014-15;17;24;1;3PT Field Goal
Jump Shot;-31;280;3;3;0;2004-05;12;28;0;3PT Field Goal
Layup;0;0;6;4;0;1997-98;18;0;1;2PT Field Goal
Jump Shot;-133;49;0;4;0;2005-06;4;14;0;2PT Field Goal
Layup;0;0;3;3;0;2004-05;2;0;1;2PT Field Goal
Jump Shot;94;14;0;4;0;2010-11;46;9;1;2PT Field Goal
Layup;0;0;3;4;0;2001-02;41;0;0;2PT Field Goal
Jump Shot;158;-6;11;1;0;2006-07;12;15;1;2PT Field Goal
Jump Shot;129;25;3;4;0;2008-09;56;13;0;2PT Field Goal
Layup;0;0;5;1;0;1997-98;11;0;1;2PT Field Goal
Layup;0;0;7;4;0;2006-07;28;0;0;2PT Field Goal
Jump Shot;-93;105;2;4;0;2009-10;1;14;0;2PT Field Goal
Jump Shot;136;130;9;3;0;2006-07;34;18;0;2PT Field Goal
Jump Shot;138;207;9;1;0;2004-05;41;24;1;3PT Field Goal
Jump Shot;140;135;1;2;0;2007-08;5;19;1;2PT Field Goal
Layup;-5;19;4;3;0;2012-13;39;1;1;2PT Field Goal
Jump Shot;-2;115;4;1;0;2012-13;46;11;1;2PT Field Goal
Jump Shot;33;66;5;4;0;1997-98;15;7;0;2PT Field Goal
Layup;0;12;10;1;0;2003-04;33;1;1;2PT Field Goal
Jump Shot;74;77;1;4;0;2006-07;13;10;0;2PT Field Goal
Jump Shot;133;171;8;4;0;2005-06;12;21;1;2PT Field Goal
Jump Shot;77;115;8;1;0;2010-11;2;13;1;2PT Field Goal
Jump Shot;-124;156;8;2;0;2015-16;21;19;0;2PT Field Goal
Jump Shot;-67;135;10;4;0;2000-01;32;15;0;2PT Field Goal
Jump Shot;18;33;9;3;0;2012-13;32;3;1;2PT Field Goal
Layup;0;0;11;3;0;2005-06;14;0;0;2PT Field Goal
Jump Shot;-160;45;3;4;0;2010-11;5;16;0;2PT Field Goal
Layup;0;0;2;3;0;2001-02;16;0;0;2PT Field Goal
Jump Shot;-69;179;8;4;0;2005-06;51;19;0;2PT Field Goal
Jump Shot;176;222;1;1;0;2014-15;56;28;1;3PT Field Goal
Jump Shot;-71;77;0;4;0;2003-04;41;10;1;2PT Field Goal
Jump Shot;-43;39;3;3;0;2010-11;13;5;0;2PT Field Goal
Jump Shot;45;120;6;3;0;2000-01;23;12;1;2PT Field Goal
Layup;0;0;3;1;0;2005-06;53;0;0;2PT Field Goal
Jump Shot;-87;7;9;3;0;2005-06;0;8;1;2PT Field Goal
Jump Shot;-202;82;0;1;0;2001-02;46;21;1;2PT Field Goal
Jump Shot;43;30;4;1;0;2001-02;15;5;1;2PT Field Goal
Layup;1;8;7;4;0;2011-12;54;0;1;2PT Field Goal
Layup;0;0;0;5;0;2002-03;33;0;1;2PT Field Goal
Jump Shot;-177;85;5;4;0;2011-12;15;19;0;2PT Field Goal
Jump Shot;118;153;6;1;0;2006-07;14;19;0;2PT Field Goal
Jump Shot;-164;38;7;3;0;2005-06;52;16;0;2PT Field Goal
Jump Shot;21;135;9;1;0;2008-09;57;13;1;2PT Field Goal
Jump Shot;-207;129;4;4;0;2009-10;22;24;1;3PT Field Goal
Jump Shot;-168;12;11;3;0;2010-11;22;16;1;2PT Field Goal
Layup;-23;7;2;4;0;2014-15;57;2;0;2PT Field Goal
Jump Shot;144;37;11;3;0;2011-12;42;14;0;2PT Field Goal
Jump Shot;144;13;10;4;0;2000-01;35;14;1;2PT Field Goal
Dunk;0;0;7;3;0;2003-04;41;0;1;2PT Field Goal
Dunk;0;0;5;2;0;1999-00;54;0;1;2PT Field Goal
Jump Shot;159;116;2;2;0;2000-01;10;19;0;2PT Field Goal
Jump Shot;125;78;3;3;0;2001-02;29;14;1;2PT Field Goal
Jump Shot;161;18;3;2;0;2004-05;20;16;1;2PT Field Goal
Layup;0;0;11;1;0;2004-05;1;0;0;2PT Field Goal
Jump Shot;-179;54;3;3;0;2005-06;38;18;1;2PT Field Goal
Jump Shot;51;110;4;1;0;2006-07;12;12;0;2PT Field Goal
Jump Shot;28;99;3;3;1;2001-02;37;10;1;2PT Field Goal
Jump Shot;113;133;10;4;0;2001-02;38;17;1;2PT Field Goal
Jump Shot;85;38;6;1;0;2002-03;29;9;0;2PT Field Goal
Jump Shot;186;179;2;3;0;1998-99;44;25;0;3PT Field Goal
Jump Shot;0;34;3;2;0;2012-13;7;3;1;2PT Field Goal
Jump Shot;-71;160;7;3;0;2007-08;16;17;0;2PT Field Goal
Jump Shot;50;105;2;1;0;2010-11;29;11;1;2PT Field Goal
Jump Shot;-4;71;0;3;0;2011-12;35;7;0;2PT Field Goal
Layup;0;0;6;3;0;2006-07;45;0;1;2PT Field Goal
Jump Shot;43;131;4;2;0;2011-12;2;13;0;2PT Field Goal
Jump Shot;-48;281;4;1;0;2003-04;10;28;1;3PT Field Goal
Jump Shot;-39;-8;6;4;0;2004-05;36;3;0;2PT Field Goal
Jump Shot;100;16;0;1;0;1997-98;32;10;0;2PT Field Goal
Layup;0;0;8;1;1;2007-08;5;0;0;2PT Field Goal
Jump Shot;127;148;0;2;0;2009-10;0;19;0;2PT Field Goal
Jump Shot;-66;149;4;4;0;2015-16;46;16;1;2PT Field Goal
Layup;0;0;4;1;0;2006-07;2;0;0;2PT Field Goal
Jump Shot;85;114;0;3;1;2003-04;23;14;0;2PT Field Goal
Jump Shot;-161;15;9;1;1;2003-04;36;16;0;2PT Field Goal
Jump Shot;18;48;5;2;0;2010-11;15;5;1;2PT Field Goal
Jump Shot;-65;52;2;1;0;2010-11;24;8;1;2PT Field Goal
Jump Shot;-138;30;0;2;0;2005-06;37;14;0;2PT Field Goal
Layup;0;0;9;4;0;2009-10;39;0;1;2PT Field Goal
Jump Shot;-114;224;2;2;0;2012-13;50;25;0;3PT Field Goal
Jump Shot;-94;229;2;4;0;2003-04;44;24;1;3PT Field Goal
Jump Shot;7;53;8;3;0;2001-02;30;5;0;2PT Field Goal
Dunk;0;0;0;3;0;2001-02;53;0;1;2PT Field Goal
Jump Shot;244;12;9;3;0;2010-11;30;24;1;3PT Field Goal
Jump Shot;-11;126;2;1;0;2014-15;28;12;1;2PT Field Goal
Jump Shot;-36;282;0;4;0;1998-99;16;28;0;3PT Field Goal
Jump Shot;-209;66;4;3;0;2014-15;40;21;0;2PT Field Goal
Jump Shot;155;118;2;1;1;2000-01;26;19;1;2PT Field Goal
Jump Shot;135;127;8;2;0;2002-03;43;18;0;2PT Field Goal
Dunk;6;10;6;4;0;2007-08;29;1;1;2PT Field Goal
Jump Shot;-162;32;2;2;0;2001-02;12;16;0;2PT Field Goal
